Heuristique; Type-Move; data1; data2; data3
0.666667;Normal;63;43;111091429886232688641
0;Normal;13;33;27
0.333333;Split;72;45;63
0;Normal;04;13;23
0.333333;Normal;64;54;41
0;Normal;13;24;27
0.666667;Normal;71;52;41
0.666667;Normal;16;36;27
3;Normal;52;33;1404364806255613
2.66667;Normal;24;34;27
20;Normal;43;34;25
